Date,Open,High,Low,Close,Adj Close,Volume
1985-01-28,14.166667,14.416667,14.083333,14.083333,2.138525,22200
1985-01-29,14.083333,14.333333,14.083333,14.166667,2.151180,30100
1985-01-30,14.250000,14.416667,14.250000,14.416667,2.189141,8800
1985-01-31,14.416667,14.416667,14.250000,14.333333,2.176488,31200
1985-02-01,14.333333,14.500000,14.333333,14.333333,2.176488,8200
1985-02-04,14.333333,14.833333,14.333333,14.833333,2.252411,17100
1985-02-05,15.000000,15.333333,15.000000,15.333333,2.328335,10000
1985-02-06,15.250000,15.250000,15.000000,15.000000,2.277719,8500
1985-02-07,15.000000,15.250000,15.000000,15.000000,2.277719,45400
1985-02-08,15.000000,15.166667,15.000000,15.083333,2.290373,1600
1985-02-11,15.083333,15.083333,15.000000,15.000000,2.277719,18100
1985-02-12,15.000000,15.000000,14.916667,14.916667,2.265068,2500
1985-02-13,14.916667,15.000000,14.916667,15.000000,2.277719,4600
1985-02-14,15.000000,15.166667,15.000000,15.000000,2.277719,47800
1985-02-15,15.000000,15.250000,15.000000,15.000000,2.277719,5200
1985-02-19,15.166667,15.250000,15.166667,15.166667,2.303028,48900
1985-02-20,15.166667,15.250000,15.166667,15.166667,2.303028,32200
1985-02-21,15.083333,15.083333,15.000000,15.083333,2.290373,5100
1985-02-22,15.083333,15.250000,14.750000,14.750000,2.239758,9000
1985-02-25,14.750000,14.833333,14.666667,14.833333,2.252411,8400
1985-02-26,14.833333,14.833333,14.333333,14.500000,2.201796,9900
1985-02-27,14.500000,14.500000,14.416667,14.416667,2.189141,8700
1985-02-28,14.416667,14.500000,14.416667,14.416667,2.189141,3900
1985-03-01,14.416667,14.500000,14.333333,14.333333,2.176488,9000
1985-03-04,14.416667,14.833333,14.416667,14.583333,2.214450,8100
1985-03-05,14.583333,14.583333,14.333333,14.333333,2.176488,13300
1985-03-06,14.333333,14.500000,14.333333,14.500000,2.201796,1800
1985-03-07,14.500000,14.500000,14.416667,14.500000,2.201796,13600
1985-03-08,14.500000,14.500000,14.333333,14.500000,2.201796,23400
1985-03-11,14.500000,14.500000,14.333333,14.500000,2.201796,5800
1985-03-12,14.500000,14.500000,14.166667,14.500000,2.201796,10900
1985-03-13,14.500000,14.583333,14.416667,14.416667,2.189141,5200
1985-03-14,14.416667,14.500000,14.416667,14.416667,2.189141,2700
1985-03-15,14.416667,14.416667,14.333333,14.333333,2.176488,52900
1985-03-18,14.333333,14.416667,13.916667,14.416667,2.189141,44700
1985-03-19,14.333333,14.333333,14.000000,14.000000,2.180410,16000
1985-03-20,14.000000,14.166667,14.000000,14.083333,2.193389,3300
1985-03-21,14.083333,14.250000,14.000000,14.250000,2.219345,20100
1985-03-22,14.250000,14.500000,14.250000,14.416667,2.245303,16800
1985-03-25,14.416667,14.416667,14.250000,14.416667,2.245303,5100
1985-03-26,14.416667,14.416667,14.166667,14.333333,2.232324,7300
1985-03-27,14.333333,14.333333,14.166667,14.333333,2.232324,7300
1985-03-28,14.333333,14.333333,14.166667,14.333333,2.232324,3900
1985-03-29,14.333333,14.666667,14.333333,14.666667,2.284239,24900
1985-04-01,14.666667,14.750000,14.583333,14.666667,2.284239,50200
1985-04-02,14.833333,15.000000,14.833333,14.833333,2.310196,9000
1985-04-03,14.666667,14.666667,14.583333,14.583333,2.271261,3600
1985-04-04,14.583333,14.666667,14.416667,14.583333,2.271261,4500
1985-04-08,14.583333,14.666667,14.500000,14.583333,2.271261,9400
1985-04-09,14.583333,14.666667,14.333333,14.500000,2.258282,13200
1985-04-10,14.500000,14.500000,14.250000,14.333333,2.232324,12700
1985-04-11,14.333333,14.416667,14.000000,14.000000,2.180410,16600
1985-04-12,14.000000,14.000000,13.833333,13.833333,2.154454,67000
1985-04-15,13.750000,13.750000,13.583333,13.750000,2.141475,54600
1985-04-16,13.750000,13.750000,13.666667,13.750000,2.141475,3100
1985-04-17,13.750000,13.833333,13.750000,13.833333,2.154454,47800
1985-04-18,13.833333,14.000000,13.833333,14.000000,2.180410,14500
1985-04-19,14.000000,14.083333,13.916667,13.916667,2.167430,19900
1985-04-22,13.916667,14.250000,13.916667,14.250000,2.219345,17500
1985-04-23,14.333333,14.666667,14.333333,14.583333,2.271261,16900
1985-04-24,14.583333,14.583333,14.166667,14.333333,2.232324,21300
1985-04-25,14.333333,14.333333,14.083333,14.333333,2.232324,6700
1985-04-26,14.333333,14.333333,14.166667,14.166667,2.206366,1200
1985-04-29,14.166667,14.250000,14.083333,14.250000,2.219345,4000
1985-04-30,14.250000,14.250000,14.000000,14.166667,2.206366,8700
1985-05-01,14.166667,14.250000,14.000000,14.166667,2.206366,4000
1985-05-02,14.083333,14.083333,13.916667,13.916667,2.167430,8700
1985-05-03,14.000000,14.166667,14.000000,14.083333,2.193389,7900
1985-05-06,14.166667,14.416667,14.166667,14.333333,2.232324,27900
1985-05-07,14.416667,14.500000,14.416667,14.500000,2.258282,11100
1985-05-08,14.500000,14.500000,14.333333,14.500000,2.258282,5700
1985-05-09,14.500000,14.500000,14.416667,14.416667,2.245303,6100
1985-05-10,14.416667,14.583333,14.416667,14.500000,2.258282,12400
